iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
4480,[ 91.01886792  93.67924528],[  94.49226006  104.62229102],[ 87.49411765  91.85882353],[  86.02380952  108.28571429],[ 113.24137931   95.25862069],[  94.92929293  102.53535354],[ 100.96153846  110.90384615],[ 87.25  93.  ],[ 111.15619048   81.06285714],[ 111.03703704  105.14814815],[  85.50778816  102.97819315],[ 107.79713033  103.92865684],[  94.37254902  106.93627451],[ 118.28900256   86.90792839],[  97.95652174  104.82608696],[ 107.09230769  101.24214609],[ 99.94230769  96.32692308],[  84.87218045  105.44360902],[ 103.69411765   88.6       ],[ 105.84734513   93.44690265],[  93.26108374  100.42364532],[ 88.4137931   87.89655172],[  95.4375      101.80357143],[ 74.46666667  91.6       ],[ 77.91489362  96.42553191],[ 106.03345725   98.86245353],[  91.14  105.1 ],[ 95.90740741  95.94444444],[  96.35059264  107.28509046],[ 103.78823529  116.42352941],[  99.98701299  103.34632035],[ 114.41664415   87.42515536],[ 99.95348837  86.55813953],[ 103.05087209   98.06831395],[ 112.07476636   94.58878505],[  97.22292994  100.41401274],[  97.25757576  103.95454545],[ 82.24  90.38],[  97.45731707  111.93495935],[ 119.93856655   82.18088737],[ 133.02147239   91.69631902],[  96.23396226  104.23018868],[  98.49056604  109.16981132],[  98.82084691  109.39087948],[  99.87341326  101.12200282],[ 100.375     101.203125],[ 115.6          96.08571429],[ 96.31657356  83.55121043],[ 104.04891304   86.25      ],[  96.81012658  102.06962025],[ 102.38554217   99.25301205],[ 101.65943775   92.54939759],[  90.46745562  100.0887574 ],[  89.64864865  103.64864865],[ 103.71428571  115.5       ],[ 93.12280702  95.68421053],[  97.63366337  108.28712871],[ 89.48148148  83.64814815],[ 86.88057901  98.43244873],[ 81.66444073  95.5730384 ]
4500,[ 95.31372549  93.45098039],[  95.11746032  107.14920635],[ 88.19444444  97.19444444],[  97.18918919  102.10810811],[ 115.49333333  111.16      ],[  88.73399015  105.58128079],[ 105.625       118.23214286],[  94.04347826  107.45652174],[ 113.43470149   82.48134328],[ 103.03225806  103.67741935],[ 84.47637795  89.36614173],[ 109.67614791  102.3344169 ],[  95.15306122  106.39285714],[ 123.41860465   84.79401993],[ 91.78571429  94.57142857],[ 106.01313756  102.27704791],[  93.79069767  111.86046512],[  83.76428571  101.58571429],[ 104.10666667   90.56      ],[ 100.63507109   94.25592417],[ 93.53608247  99.03608247],[ 96.95555556  94.08888889],[  96.20192308  101.99038462],[  84.03125  112.     ],[  86.14285714  100.86904762],[ 102.41129032   95.47177419],[ 104.51111111  121.04444444],[ 96.32394366  98.50234742],[ 101.30249544  100.47656726],[ 106.94285714  109.87142857],[ 101.27467811  102.31759657],[ 114.99844369   88.13398415],[  92.62222222  102.28888889],[  99.5841022   100.77572747],[ 114.06930693  101.02970297],[ 101.76027397  103.14383562],[ 102.23636364  104.81818182],[ 92.78571429  91.45238095],[ 101.591  106.987],[ 122.18153846   80.00307692],[ 119.96617336   83.22832981],[  96.2244898   104.05714286],[ 92.68085106  99.44680851],[  95.43042071  111.33009709],[  99.34944238  101.75261913],[ 96.94642857  91.73214286],[  92.73469388  119.04081633],[ 98.59793814  84.12989691],[ 105.6043956    88.12087912],[  97.51633987  104.30718954],[  94.6969697   102.09090909],[ 102.17011625   91.5120499 ],[  92.55223881  100.39104478],[  78.2195122   105.48780488],[ 103.8         112.16363636],[ 97.23333333  98.21666667],[  96.24731183  110.33333333],[ 95.12727273  88.25454545],[ 86.65298088  96.71091114],[  96.07360097  103.27798054]
4520,[ 98.09803922  98.62745098],[  97.04234528  104.68729642],[ 79.4         95.10588235],[ 108.89473684  102.76315789],[ 107.44444444  105.38095238],[  90.5         103.20614035],[  89.85  109.  ],[  96.65306122  110.10204082],[ 114.1344697    82.74431818],[ 103.68965517  118.82758621],[ 78.77720207  82.4611399 ],[ 108.10269151  103.10351967],[  96.83919598  105.34673367],[ 127.37837838   84.21846847],[ 96.35714286  92.25      ],[ 105.64108847  102.78320867],[  97.37142857  118.22857143],[ 87.42222222  98.51111111],[ 108.5          94.24137931],[ 97.9255079   97.01128668],[  87.3         102.09473684],[ 103.2    95.45],[ 105.42990654   94.36448598],[ 77.84848485  84.48484848],[ 79.14893617  95.12765957],[ 100.01626016   90.47560976],[  92.63043478  114.89130435],[  98.01470588  103.06372549],[ 106.29051621   92.60264106],[ 110.62765957   92.91489362],[  98.78475336  101.24663677],[ 111.33455398   92.76959133],[  91.85454545  105.52727273],[ 97.78264041  99.95623632],[ 108.66666667   97.2       ],[ 104.56   100.632],[ 104.66129032   99.30645161],[  95.65   103.275],[ 107.11587983  110.00858369],[ 109.55824176  100.4967033 ],[ 119.95573441   82.57545272],[  91.52991453  103.33760684],[ 91.35  97.3 ],[  99.62376238  110.01320132],[  99.56506064  101.8157981 ],[ 98.68965517  96.93103448],[  78.96428571  114.91071429],[ 110.53953488   78.33255814],[ 105.87292818   89.31491713],[ 101.11538462  104.26923077],[ 111.33846154  104.6       ],[ 103.72629436   90.76701571],[ 92.2         98.97777778],[  81.175  103.55 ],[ 103.5952381   102.04761905],[ 101.91071429   87.92857143],[  88.98850575  104.10344828],[ 93.77272727  81.90909091],[ 89.22043568  96.7909751 ],[ 101.61033007   93.52720049]
4540,[ 105.68085106  111.23404255],[  96.59477124  106.37581699],[ 80.26041667  93.4375    ],[ 99.21428571  85.30952381],[ 109.22033898  102.05084746],[ 92.99166667  95.12916667],[  98.78181818  103.25454545],[ 104.25581395   81.53488372],[ 110.46019417   84.97087379],[  97.82142857  113.07142857],[ 74.62416107  64.03355705],[ 107.19446738  104.83195706],[  99.14516129  106.05376344],[ 127.30617284   83.3382716 ],[ 85.87179487  98.84615385],[ 104.57197368  102.73828947],[  92.53191489  112.4893617 ],[  85.45588235  103.68382353],[ 106.37288136  103.42372881],[ 100.13263158   98.95157895],[  89.17370892  107.12206573],[ 101.2         102.83333333],[ 106.54545455   93.45454545],[ 84.45454545  84.63636364],[ 78.35  98.6 ],[ 105.19183673   90.83673469],[ 101.93023256   95.86046512],[ 100.12376238  103.78217822],[ 109.76884422   89.12374372],[ 118.43356643   82.73426573],[  93.5483871   101.46543779],[ 108.76353357   98.37286219],[  94.34782609  113.06521739],[  99.32715134  101.84495549],[ 103.66666667   98.77333333],[ 101.63559322   98.05084746],[ 102.47457627   86.23728814],[ 77.88571429  88.4       ],[ 89.56942949  97.42949408],[ 124.30958231   94.72972973],[ 116.99139785  106.0516129 ],[  89.65    104.5125],[  87.38888889  106.30555556],[  99.20618557  101.70446735],[ 101.11861668  103.26438268],[ 101.72413793   95.46551724],[  92.39583333  125.1875    ],[ 113.3887468    74.32480818],[ 104.62011173   93.1396648 ],[  98.15686275  106.7124183 ],[ 119.34210526  108.5       ],[ 102.72612401   95.18307376],[ 92.7987013   98.22727273],[  79.91304348  101.54347826],[ 111.44680851   94.4893617 ],[ 96.25        85.69642857],[  79.9673913  112.2826087],[ 95.17647059  84.11764706],[ 93.6167992   95.40109344],[ 117.88022942   78.48009447]
4560,[  86.14893617  106.53191489],[  96.09364548  103.81270903],[  76.50892857  100.09821429],[  89.90697674  103.23255814],[ 102.74242424  104.03030303],[ 90.75298805  94.63346614],[  81.63829787  107.44680851],[ 113.9375   88.9375],[ 106.7703252    87.86178862],[  92.31428571  111.08571429],[ 75.35416667  79.88194444],[ 106.40587505  106.76954903],[ 100.72972973  110.42162162],[ 110.00229358   80.53211009],[ 107.90697674   97.93023256],[ 103.30787464  102.13049776],[ 104.609375   91.171875],[  91.53731343  113.80597015],[ 117.13846154   95.93846154],[ 102.98671727   94.39658444],[  92.18137255  104.55392157],[ 87.20895522  97.50746269],[ 107.94565217   94.79347826],[ 78.25  89.75],[ 89.32380952  92.62857143],[ 99.58477509  92.29411765],[ 106.20833333   97.16666667],[ 104.87980769  110.23557692],[ 108.19141914   94.75577558],[ 118.86046512   77.79651163],[ 90.47115385  96.73076923],[ 104.35290148  102.27921727],[  72.36  102.32],[ 100.05327245  102.09589041],[ 95.92207792  99.83116883],[ 102.2     96.375],[  95.06666667  104.13333333],[  82.13953488  101.27906977],[ 90.67597087  99.78276699],[ 122.47668394  101.92746114],[ 103.9140625   86.1875   ],[  90.23387097  106.7983871 ],[ 75.78787879  92.21212121],[ 98.35625   98.165625],[ 101.51478537  102.36279809],[  93.          104.06557377],[  89.36956522  111.58695652],[ 114.92281879   79.23489933],[ 104.62983425   91.32044199],[  92.09677419  109.17419355],[ 113.04878049  110.82926829],[ 97.09418283  99.49245922],[ 91.79139073  97.80463576],[ 104.65306122   98.67346939],[ 84.50943396  89.35849057],[ 106.56140351   90.64912281],[  78.19230769  102.1025641 ],[ 90.56603774  87.20754717],[ 98.00722892  91.75855422],[ 128.9811204    72.48437016]
4580,[  87.65116279  112.74418605],[  94.62458472  100.48837209],[  77.62831858  101.13274336],[  84.82051282  105.05128205],[ 95.10526316  97.21052632],[ 90.26422764  95.46747967],[ 99.18  91.9 ],[ 100.2          93.17142857],[ 103.3418259    92.61358811],[ 104.12903226  110.32258065],[ 85.6484375  91.7890625],[ 106.71400238  108.21182071],[  99.3423913   110.42934783],[ 87.19683258  79.64027149],[ 107.36363636   93.93939394],[ 102.58083674  101.15467863],[ 89.88888889  92.04761905],[  82.48717949  112.64957265],[ 109.70491803  110.27868852],[ 111.78730703   90.52658662],[  93.60465116  105.32093023],[ 108.17647059  101.49019608],[ 118.16831683   91.85148515],[  99.60416667  112.77083333],[ 113.71666667   83.60833333],[ 100.221843     91.24232082],[ 100.70175439  101.45614035],[ 103.55072464  111.56038647],[ 107.92467173  100.2259848 ],[  88.17647059  135.41628959],[ 90.45856354  93.37569061],[  97.94393693  106.88224252],[ 92.23913043  99.67391304],[  98.23690383  101.89132134],[ 112.02564103  106.16666667],[ 100.41984733   97.17557252],[  97.05263158  105.73684211],[  76.66666667  117.66666667],[  97.40938511  103.77508091],[ 101.38693467  111.51507538],[ 115.63800905  114.6561086 ],[  92.616  103.824],[ 112.24444444   88.46666667],[ 100.00326797   97.73856209],[ 102.65073876  100.94718642],[ 91.85106383  99.31914894],[ 94.82142857  92.35714286],[ 118.52873563   86.05363985],[ 106.07608696   92.29347826],[  94.92982456  112.23976608],[  95.50617284  124.72839506],[  94.50436409  104.12281796],[ 91.48701299  97.48701299],[ 104.75757576   87.45454545],[ 99.65909091  91.81818182],[ 105.61538462   94.82692308],[  72.68539326  108.84269663],[ 83.1372549   86.15686275],[ 102.44020962   88.28775607],[ 122.51385224   84.06299472]
4600,[  81.25        101.65384615],[ 93.36688312  99.39935065],[  78.69724771  104.42201835],[ 95.31707317  97.75609756],[ 88.39285714  98.67857143],[ 93.20164609  92.01234568],[ 81.03921569  83.25490196],[ 99.07692308  81.28205128],[ 99.80530973  95.64380531],[ 92.03571429  98.75      ],[ 107.44339623  107.83962264],[ 104.85200927  111.20556414],[  97.18947368  110.06842105],[ 72.30794165  70.38249595],[ 115.05714286   91.37142857],[ 102.04776944   99.40202658],[ 102.14925373   96.14925373],[  86.89380531  109.15044248],[ 107.71186441  109.89830508],[ 119.07680251   86.54388715],[  93.88679245  102.68396226],[ 105.60869565  100.10869565],[ 117.45098039  103.2745098 ],[ 93.76923077  91.34615385],[ 143.58095238   64.66666667],[ 98.18581081  92.05067568],[  92.875       100.14583333],[ 105.21719457  110.3800905 ],[ 103.17471873  104.07015222],[ 100.98029557  136.26108374],[ 90.00564972  89.71186441],[  94.29850226  108.4200627 ],[ 95.72413793  98.20689655],[ 99.35364876  99.96070569],[  96.40540541  105.31081081],[ 102.15068493   98.34931507],[  92.23214286  101.33928571],[  88.40909091  115.36363636],[ 110.52931323  100.91457286],[ 106.42686567  106.86865672],[ 115.38693467  117.86934673],[  95.87937743  103.17120623],[ 107.24444444   87.15555556],[ 97.0130719   96.87908497],[ 102.49199231  103.0855221 ],[ 81.41463415  96.65853659],[  88.06060606  102.54545455],[ 108.53153153   93.23423423],[ 105.9010989   98.3021978],[ 102.19642857  110.96428571],[  80.01369863  121.01369863],[  92.80673317  105.80953865],[ 91.56507937  97.25396825],[ 101.46666667  101.4       ],[ 106.51020408   79.95918367],[ 103.   105.4],[  77.73737374  102.83838384],[  70.48979592  100.26530612],[ 106.76136364   84.61462451],[ 109.84853701   97.84337349]
4620,[  88.79166667  104.54166667],[ 95.53067485  99.25766871],[ 91.04385965  98.45614035],[ 115.95454545  107.27272727],[  75.          104.25423729],[ 94.59447005  93.50691244],[ 108.125        87.83928571],[  93.97777778  101.4       ],[ 98.62765957  94.92978723],[  75.25     116.65625],[ 117.95789474  108.71578947],[ 102.64357542  114.8160149 ],[  96.28205128  111.68717949],[ 71.47875  56.68875],[  96.675  106.325],[ 101.72306693   99.02495127],[ 90.56  94.84],[  84.856  114.288],[  98.19047619  104.28571429],[ 121.40522876   87.        ],[  88.8708134   102.46411483],[ 87.24137931  97.70689655],[ 117.6952381    98.00952381],[ 97.27083333  89.5625    ],[ 146.41   59.03],[ 99.01403509  91.14385965],[ 90.45  97.5 ],[ 103.29787234  107.36170213],[  96.14524104  111.62669963],[ 120.05232558  133.76162791],[ 92.55434783  93.04347826],[  95.51656678  107.75788759],[  93.53846154  109.57692308],[ 100.40160643   98.70763052],[ 100.3908046   102.54022989],[ 103.31468531   99.63636364],[  86.75  101.4 ],[ 86.90909091  99.        ],[ 108.38278388   92.56227106],[ 106.98996656  103.20735786],[ 81.20879121  72.08791209],[  97.54032258  104.84274194],[  78.65714286  101.68571429],[ 95.21311475  97.41967213],[ 102.83705141  103.07500808],[ 92.1627907   93.72093023],[  89.08571429  101.42857143],[  92.27111111  101.10666667],[ 104.29714286   98.2       ],[ 103.5755814   109.26744186],[  74.96842105  117.48421053],[  91.84681481  104.49718519],[ 89.70731707  98.69512195],[ 91.29032258  91.67741935],[ 97.98  79.4 ],[  89.58823529  107.62745098],[ 85.75294118  95.21176471],[  78.52941176  107.45098039],[ 106.02138758   81.32342201],[  98.15453117  113.23520168]
4640,[  90.35714286  104.07142857],[ 94.45747801  99.57478006],[ 100.77678571   94.75      ],[ 91.95  93.75],[  89.55932203  107.25423729],[  94.37272727  101.80454545],[ 90.02040816  90.28571429],[ 79.89473684  92.71052632],[ 99.48421053  93.83789474],[  83.          104.29411765],[ 123.35114504  115.57251908],[ 101.39923158  116.99615788],[  91.99465241  113.41176471],[ 92.17307692  52.67908654],[ 91.67647059  88.11764706],[ 102.74484802   99.60458527],[ 102.33333333   91.13333333],[  83.21088435  113.8707483 ],[ 103.60810811  103.78378378],[ 123.47487002   86.57019064],[ 86.52525253  94.3989899 ],[ 104.62   95.88],[ 109.81730769   97.80769231],[ 96.39473684  87.52631579],[ 134.40860215   81.64516129],[ 95.68539326  96.75655431],[ 87.69444444  87.88888889],[  97.36144578  107.31726908],[  92.01737242  116.19815418],[  85.81767956  146.14364641],[ 96.32653061  92.81632653],[  98.90875319  105.84954725],[ 83.30769231  90.92307692],[ 104.05689103   98.80128205],[ 95.08988764  88.34831461],[ 104.58041958  101.17482517],[  85.87142857  104.64285714],[ 89.86842105  98.84210526],[ 94.66666667  85.97453704],[ 115.99563319   88.54148472],[ 41.79863481  38.93515358],[  97.21825397  104.46031746],[ 99.91666667  97.22222222],[ 94.5566343   98.69255663],[ 103.81061887  102.2857626 ],[ 95.55555556  87.88888889],[ 92.59375  94.71875],[  82.42322097  100.43820225],[ 101.83928571   99.73214286],[ 106.49707602  109.03508772],[  81.53763441  113.95698925],[  93.29422222  100.00385185],[  90.46920821  100.46334311],[ 92.   73.5],[ 89.25581395  78.46511628],[  88.92857143  108.42857143],[ 97.84210526  99.98947368],[ 91.32653061  99.28571429],[ 102.83554084   82.43487859],[  83.66301643  129.33797909]
4660,[  87.725  101.35 ],[ 94.30747126  99.71551724],[ 97.21698113  86.59433962],[ 90.86486486  93.37837838],[  88.83561644  111.32876712],[  88.29279279  103.27027027],[  61.32786885  112.98360656],[ 89.7027027   97.37837838],[ 99.99592668  91.37474542],[ 95.64516129  88.38709677],[ 123.97619048  117.35714286],[ 101.05176849  118.53118971],[  93.75609756  110.31219512],[ 103.62575758   52.69545455],[ 81.47222222  87.55555556],[ 103.08278615  100.79683275],[ 108.45   102.675],[  86.14569536  112.75496689],[ 93.34285714  98.42857143],[ 117.58921933   88.90520446],[ 88.91428571  97.96666667],[ 109.02083333   89.14583333],[ 107.5952381    99.14285714],[  92.82926829  108.46341463],[ 127.21794872   89.61538462],[ 90.52313167  94.14590747],[ 81.34285714  81.34285714],[ 91.9795082   99.61885246],[  92.9437037   114.85679012],[  77.46979866  138.99328859],[ 95.01913876  93.68421053],[ 100.49975321  103.86722606],[ 102.60465116   97.3255814 ],[ 104.56539075  101.22727273],[ 88.22105263  80.13684211],[ 101.83108108   93.2972973 ],[  97.66216216  104.83783784],[ 76.17021277  99.12765957],[ 109.55506608   92.12114537],[ 147.79646018   71.10176991],[ 44.93079585  42.28027682],[  97.58893281  100.22924901],[ 94.35483871  94.        ],[ 93.26984127  97.57460317],[ 103.63732024  102.94949141],[ 92.68571429  87.6       ],[ 110.72   80.92],[ 76.55369128  98.5704698 ],[ 98.66863905  95.9704142 ],[ 105.36309524  105.08333333],[  74.97674419  120.26744186],[ 94.63666072  93.37433155],[  91.01362398  101.41961853],[ 100.25641026   94.1025641 ],[ 82.31818182  85.88636364],[  89.25        107.04166667],[ 103.13095238  108.02380952],[ 105.73469388   92.12244898],[ 97.81774866  90.11971412],[  83.29176564  134.38638163]
4680,[  78.87179487  107.74358974],[ 94.65934066  99.68681319],[ 106.20689655   90.64367816],[  80.45945946  113.21621622],[  84.72857143  114.81428571],[  86.46606335  106.82352941],[  75.80701754  103.85964912],[ 107.30434783   99.73913043],[ 101.20204082   87.7244898 ],[ 91.14705882  95.82352941],[ 124.3196347   112.42465753],[  98.60095295  118.68374032],[  94.11267606  110.15023474],[ 120.76402321   59.10058027],[ 110.25641026  100.58974359],[ 102.20348316  102.02381867],[ 102.23809524  101.35714286],[  84.68666667  109.14      ],[ 105.075  104.275],[ 113.69230769   97.65483235],[  94.70873786  101.12135922],[ 108.14285714   93.75510204],[ 102.3655914   96.6344086],[ 98.32258065  92.16129032],[ 112.03508772   88.94736842],[ 83.55149502  96.6013289 ],[ 83.83783784  92.64864865],[  91.04954955  101.7972973 ],[  92.63925234  112.17943925],[  64.75925926  129.5       ],[ 96.66341463  88.38536585],[ 104.80347049  101.71460497],[ 100.68  103.82],[ 103.1837037   105.68592593],[ 102.32954545   85.86363636],[ 101.83018868   93.46540881],[ 106.36363636  113.45454545],[  88.94117647  116.23529412],[ 112.61996161   92.94049904],[ 137.70805369   68.93624161],[ 83.76258993  66.15827338],[ 96.69037657  97.73640167],[ 86.          97.22580645],[ 95.61585366  94.20426829],[ 103.95385188  100.07740975],[  71.51612903  116.5483871 ],[ 97.58333333  62.52777778],[ 83.77096774  93.49354839],[ 99.74456522  94.88043478],[ 103.49112426  102.15976331],[  89.4625  108.675 ],[ 95.81414081  87.97702864],[  89.58224543  100.73368146],[  99.88888889  104.86111111],[ 94.30188679  93.        ],[  91.33333333  108.44871795],[ 105.6         106.01333333],[ 115.33333333  101.97777778],[ 91.49939099  99.84957369],[  87.74588665  130.82340037]
